,ticket_id,user_name,refund_reject_reason
60,TICKET-b90f4b08-2334-4213-9e9a-7b3141270f3f,Argiu,already_processed
61,TICKET-bbbd727c-4697-415d-b6ab-3c08aa1f12e2,Brrui,already_processed
62,TICKET-c3c379d4-0688-4436-96d6-acf80354d8f3,Beiig,already_processed
63,TICKET-60797fe0-72af-4c30-a2f7-d9b48a7ab36c,Bbugi,already_processed
64,TICKET-041d0b51-6684-43d4-bd5b-3333430e526b,Ciieu,already_processed
65,TICKET-63ab1330-e562-482b-a2aa-62bc420512d3,Biegg,already_processed
66,TICKET-d6f25df8-e9c5-4d84-92fc-682995157948,Cirrr,already_processed
67,TICKET-1cecf71c-ac90-4839-a3f4-0aeb8a813866,Birgg,already_processed
68,TICKET-89ed31c7-b3ed-407e-8881-29fb9b6478a9,Ciiee,already_processed
69,TICKET-df874237-37cc-40cc-93f4-d3867bc70779,Ceugi,already_processed
70,TICKET-716fefbc-e367-4f8a-92d4-c1919896e184,Beiue,already_processed
71,TICKET-44831237-08b9-47b6-859d-b659809225d3,Cgibg,already_processed
72,TICKET-a20cd330-20c8-45c7-8cb8-5060e13afca3,Beeig,already_processed
73,TICKET-ad55a0c3-1e89-4785-9a8c-3d7d6449a599,Cieub,already_processed
74,TICKET-b2a5f4a2-fd2e-4f03-9210-897078d09a9b,Bgerg,already_processed
75,TICKET-db6c0267-17d1-4832-96c3-95b120e136bc,Beruu,already_processed
76,TICKET-b4d151cd-9dcd-41db-ab35-7ea450a682b4,Cbeiu,transaction_id_not_matched
77,TICKET-f07ae4da-9982-4edc-8d9d-0b9104fc8d76,Crrii,already_processed
78,TICKET-92c5cccc-3c54-43e0-a596-26ee27f8f0b4,Crrri,already_processed
79,TICKET-a8d2c884-4bc7-4229-9d16-1b8930026c83,Berue,already_processed
80,TICKET-a6ff0bdd-1c99-4f04-abe0-3ce0576017fe,Brubb,transaction_id_not_matched
81,TICKET-b11362c4-95ca-45e5-b455-bc8d8e86ea68,Crguu,already_processed
82,TICKET-740ed868-f847-46e4-aba9-355277ca07e4,Biggg,already_processed
83,TICKET-af72cf06-8533-4013-b302-93640431648c,Aeuri,already_processed
84,TICKET-7107b64b-d6d6-49d7-8755-4d1c26c1907f,Birrb,already_processed
88,TICKET-743811bb-7b3d-45d3-a0f8-1d6f4d98808e,Aueri,transaction_id_not_matched
92,TICKET-8cf5c78b-d72f-4856-aa07-3e388ea8dacb,Aigee,transaction_id_not_matched
101,TICKET-48060a1e-7f34-40b6-b061-7e48c87c7bd0,Cieui,already_processed
110,TICKET-049bbf3a-49b2-43e1-9518-947b4504b730,Bgrgu,transaction_id_not_matched
