,ticket_id,user_name,refund_reject_reason
89,TICKET-049bbf3a-49b2-43e1-9518-947b4504b730,Bgrgu,transaction_id_not_matched
90,TICKET-d7520792-0671-4936-ace4-a7ac26a4bd75,Brege,already_processed
91,TICKET-6a779870-5a11-4878-a45c-e874070d273d,Beugr,already_processed
92,TICKET-945b94e4-89cb-4f1a-81ca-b304a4381bca,Aiige,already_processed
93,TICKET-35faa5f1-8bc4-49ed-ada6-e0752012fa58,Cerig,already_processed
94,TICKET-ee76172c-2f32-4482-807e-3324b68dd989,Buere,already_processed
95,TICKET-a6949f67-d106-4729-9101-0debf534d7b8,Bbeeg,already_processed
96,TICKET-b7219411-8bbf-409e-9a4f-75d0eb0ec795,Ceuui,already_processed
97,TICKET-dd4c9b6f-606f-44dc-8b74-5299e95dec9f,Arugi,already_processed
98,TICKET-e810520a-9403-468f-b81d-74f7d5f03b4c,Cibbu,already_processed
99,TICKET-22dafcf2-e98c-4723-b83f-8d23304f5e8e,Aeuui,already_processed
100,TICKET-833357ca-ab1e-40e2-b2c4-8906d9fcd34c,Cigbi,already_processed
101,TICKET-422c6b46-e965-4364-998d-50a92b3184a2,Auibi,already_processed
102,TICKET-451e862a-c824-4b64-90ce-39bea22068c7,Ceugb,already_processed
103,TICKET-bcac84b9-66d0-423a-a31b-3d7d4f515f04,Airib,already_processed
104,TICKET-59529def-9e59-47b5-bb20-31f17e0eca89,Birbi,transaction_id_not_matched
105,TICKET-8b2944bf-68dc-46f8-a57c-111de5f052a1,Ceere,transaction_id_not_matched
106,TICKET-65cab85c-0881-4991-9bbf-e4c9c71ba483,Buiug,already_processed
107,TICKET-a50309cf-633d-4c9e-8367-0169f42677e6,Arrui,already_processed
108,TICKET-3ea827cc-ca52-4932-8fc8-ed4010f25f61,Ciueg,already_processed
109,TICKET-638b648c-990e-431e-a86c-37370d444fbf,Biuib,already_processed
