,ticket_id,user_name,refund_reject_reason
124,TICKET-a0e1bf10-b79d-460d-a450-d9eac9d185b3,Aurir,transaction_id_not_matched
125,TICKET-d62b3c99-be3d-4104-b303-48b4c6075b9e,Beiri,transaction_id_not_matched
126,TICKET-e7a10651-38c7-46c4-b59b-3ddd2d91d812,Bigbi,already_processed
127,TICKET-b18ab23a-8ff5-4abd-a912-7e2eeee5a914,Aueug,already_processed
128,TICKET-44bdd32e-d130-436e-b771-49a8e2b7d9c7,Areig,already_processed
129,TICKET-47d8a0c9-d888-4d8d-a96d-d2c20cdb6c6c,Argei,transaction_id_not_matched
130,TICKET-697993f0-fde1-4b17-a97c-320218c20eb9,Agrgi,already_processed
131,TICKET-00585dc9-c812-42d5-8865-dc01e0fffd87,Beeii,already_processed
132,TICKET-44575aca-265a-49a8-bef2-4db1bce1c84f,Bueru,already_processed
133,TICKET-28acd797-c020-4892-a05c-fc890db4dda9,Cruer,already_processed
134,TICKET-c4c2a71a-c75a-427f-b778-41b67deb05d4,Crrie,transaction_id_not_matched
135,TICKET-9551c288-acfc-4809-9633-4cf7358f0c45,Crrie,already_processed
136,TICKET-92bd6235-3724-4100-b2f5-dc25cd837677,Auibe,already_processed
137,TICKET-217ab33d-f6f5-4617-bc83-d70baca086e9,Auubi,already_processed
138,TICKET-2392a390-83f8-47c9-9b30-5d88a49a67e2,Aubei,already_processed
139,TICKET-14b9625d-11b3-40cb-a9f1-7c71ca30781a,Birur,already_processed
140,TICKET-4b06304d-bd3e-4b5d-b2d6-765fd5af6574,Crggu,already_processed
141,TICKET-4ab90076-b970-4f28-9dcd-5cf92ee3a8d9,Aeiru,transaction_id_not_matched
142,TICKET-a44993a0-e959-46e8-a0c7-0b86a0b7457b,Crggg,already_processed
143,TICKET-e90f0bf3-4640-428d-b4df-8007beb9d4e6,Agrbe,transaction_id_not_matched
144,TICKET-7973f74a-58a9-4a15-bbc9-b100f6d8398a,Aeber,already_processed
145,TICKET-300e10c9-33cb-4030-a972-fd80d884b296,Cirrg,already_processed
146,TICKET-c3721f2f-d5d5-429b-bc0d-a5ff30031b1a,Cuiig,already_processed
147,TICKET-f58f7e43-54ea-4f6f-88de-bf2c1815cd0f,Cruib,already_processed
148,TICKET-1d7e6ed8-2d47-4d56-acbb-820117862782,Bgrri,already_processed
149,TICKET-84ba2005-1993-4fb0-ae0f-4f06ef8106d9,Arebb,already_processed
150,TICKET-0504dc45-6383-4374-b860-c13fce9c8f03,Cruib,already_processed
151,TICKET-da6af91b-eac9-47f8-ac4b-5810866ffa48,Cbber,already_processed
152,TICKET-b9ba8458-1988-4cee-b66d-10696046b294,Cebru,already_processed
153,TICKET-e40ac83d-2d04-4ed6-b297-c604d47f0df6,Buegu,already_processed
154,TICKET-abe15320-5544-4686-8b4b-a39919557649,Cuubu,transaction_id_not_matched
155,TICKET-5e7bcca9-e9fc-4648-a494-86434d749d64,Brgbr,transaction_id_not_matched
156,TICKET-dff44978-d1fd-4a8a-929a-ef3f0bb48bca,Ciuee,already_processed
157,TICKET-13eb598a-4626-4935-ba2a-d70d0a7595f1,Aiuue,transaction_id_not_matched
158,TICKET-c5e76b60-c5c4-40b2-9008-467f8224d406,Bbgur,already_processed
159,TICKET-816c5430-162d-4cc2-9682-19802f0d6927,Bgger,already_processed
160,TICKET-975cc7a8-a8b1-4bed-860d-9993ae07f623,Cerbu,already_processed
161,TICKET-be196f83-c016-4da9-9dc3-cfbd78e721ee,Aeebg,already_processed
162,TICKET-b61140a3-e6e5-403d-a729-573e3a38e562,Brreb,already_processed
163,TICKET-eed2dab2-5408-4ef0-99d6-e3fdecfa233f,Areue,transaction_id_not_matched
164,TICKET-f9ffb413-090d-4c25-9b71-a5371c2364ce,Brrur,already_processed
165,TICKET-d44e0b45-c694-4e86-bbbe-889c1234fd27,Cruir,already_processed
166,TICKET-8b4a55a2-d9fe-4360-95f7-8df39eb11103,Brbee,already_processed
167,TICKET-172fb360-4664-4ef0-93bd-410ed60a8561,Ciuub,already_processed
168,TICKET-11354d48-78f7-4f54-95a6-813df0fe4b0c,Ciebi,already_processed
169,TICKET-8b774ffc-6aab-4ee4-8f91-6427266643f0,Aureg,already_processed
170,TICKET-a0aca509-1ec6-4edc-a206-b0c794b0f666,Biibr,transaction_id_not_matched
171,TICKET-d05a331e-d040-492d-886b-d878fa40692e,Cirue,already_processed
172,TICKET-780bf7c6-f76f-4c91-aa5c-b095ce6b2a7b,Bueir,already_processed
173,TICKET-d7ec5df5-b3e3-4c4b-93f4-3052caffccf1,Agire,already_processed
174,TICKET-1d2aff5d-b7d7-4e8a-81d8-f077e038cc38,Bigib,already_processed
175,TICKET-47d3d863-1c4b-463d-9b0e-db0bf4010e1f,Creei,already_processed
176,TICKET-381bd30a-d12c-4f8b-94b3-58ab234bcf4f,Aiigr,already_processed
177,TICKET-785bb8e0-e353-4fec-a4d9-4d044e54bed8,Aibee,already_processed
178,TICKET-fa061edf-8749-4c00-9cc4-e81e4ba54e22,Criiu,already_processed
179,TICKET-a0382d96-e519-4c92-a405-59c411c2f0d7,Aerib,already_processed
180,TICKET-755bf93e-c3e6-4efb-800c-2addc9c1d6a7,Biuri,already_processed
181,TICKET-ca37e0d3-fdd8-4bfc-8d09-45175de08292,Bbreg,transaction_id_not_matched
182,TICKET-69e8e683-c65e-4057-a032-cfc8f1bb51bb,Cuggu,already_processed
183,TICKET-2d213e80-1943-43fe-97ea-265ecb650f55,Brrbe,already_processed
184,TICKET-7447d47e-d107-4a33-926b-2bc4f0e21fb1,Cguer,already_processed
185,TICKET-a407ba52-09e9-4958-ab5b-4c9c0efd1f3c,Cgibg,already_processed
186,TICKET-d9cb3a9f-2d4b-4c30-abc3-9a391cbbc3de,Cerru,already_processed
187,TICKET-86f141da-a7eb-4b82-a31e-25a3bfd6fd8b,Cgure,already_processed
188,TICKET-0a92e522-8241-42c8-8544-717726eb1ed0,Cgiee,transaction_id_not_matched
189,TICKET-e5d926ab-06a5-4362-82b2-e7a660e37687,Agueb,already_processed
190,TICKET-4e8e0003-4c35-4ee9-b565-844ad46811a0,Burgr,already_processed
191,TICKET-b5681744-370f-4bc6-a9b6-3675b3234212,Criui,already_processed
192,TICKET-52655205-f85f-407d-9822-bbdff337aa20,Berui,already_processed
193,TICKET-c60e819b-1fd8-4ebc-a8cb-e18f581893fa,Arrug,already_processed
194,TICKET-dffbd563-0f46-4b7d-93a2-7f9eeb6457d2,Cguuu,already_processed
195,TICKET-d784a370-1759-4a6b-9fea-581b1c08983d,Arrib,already_processed
196,TICKET-e5943411-e86e-4b32-ba74-084311050077,Auige,already_processed
197,TICKET-34c93c5b-cae9-4bc5-8040-cefc54a441be,Cbiue,already_processed
198,TICKET-600edfd9-8382-4a1a-998a-9dcfc8ec7ba8,Abgrg,already_processed
199,TICKET-85ee191b-2c7b-4cf8-a52c-bfe61d013575,Bbigi,already_processed
200,TICKET-87483187-8ee0-4ec4-a855-299eae32550f,Auger,already_processed
201,TICKET-af2fc7f8-843c-47ad-90af-27b03fbe84db,Cgegu,already_processed
202,TICKET-9f8566a9-92f2-4d0f-ad67-c6f45190e9fc,Bbbeu,already_processed
203,TICKET-ee1d24cf-b01b-4e01-94c1-155b555c617c,Arrbr,already_processed
204,TICKET-4f2d23ac-fd2b-4683-8d27-3cc83d139881,Bgiee,already_processed
205,TICKET-e6af06f2-3bd1-4686-ad36-5efce1098600,Aerrr,already_processed
206,TICKET-8a062939-aefd-4cf6-b1ea-aab1585371dc,Crreg,already_processed
207,TICKET-0409040a-ba5a-4720-9740-1935d1fffc1c,Areii,already_processed
208,TICKET-acb7b65f-6f4d-4102-994e-d78fab16aefd,Creur,already_processed
209,TICKET-d3a5c7f1-9911-4ac1-95f7-eef9a8e1cdca,Brree,already_processed
210,TICKET-26b466fc-8df1-4299-8fa7-ddcc38e9bced,Beiru,already_processed
211,TICKET-19c2c601-0a9e-426e-ad42-24112bb61963,Aeire,transaction_id_not_matched
212,TICKET-41be8f13-e054-4abd-8bc7-93deaddc06ff,Buige,already_processed
213,TICKET-75c8be8d-263b-4d9a-a870-3cc8395f10e7,Cgbbu,transaction_id_not_matched
214,TICKET-3042cde3-d52c-4617-8c7e-b26b99a485a3,Arrir,already_processed
215,TICKET-1745a62f-2dbb-4cec-acad-fdec43514e50,Cbgee,already_processed
216,TICKET-cbd622e1-b36d-4d58-97ff-8118b2b72888,Cuuur,transaction_id_not_matched
217,TICKET-a1d164db-adaa-4196-9b56-7bc9990dbbb7,Ciegu,already_processed
218,TICKET-fc186dfa-46fa-4b22-b43e-ec17a56cafa2,Curur,already_processed
219,TICKET-8d8fdac0-fd81-4beb-9bd8-526be85c6086,Begeg,transaction_id_not_matched
220,TICKET-c64f1db3-8485-46e0-8966-9466475f358d,Biibg,already_processed
221,TICKET-96fe1668-8d73-4709-9873-6545e9a7aeb1,Crieg,already_processed
222,TICKET-07636358-f9b8-4390-81c2-8665e29716f4,Agebb,already_processed
223,TICKET-0217e0ce-5930-44f1-9510-5ab84948ccbc,Bubrr,already_processed
224,TICKET-8e12e8f2-9d55-4c6b-a157-1d5910546b22,Berre,already_processed
225,TICKET-8773d4c3-a9b0-4aeb-8755-4c1ade547522,Bergu,already_processed
226,TICKET-908e3d52-6818-4cf4-86e5-3919a4ce97e6,Arreg,already_processed
227,TICKET-4675a2e1-5c69-4cc5-85da-70f1417ac2d8,Buigi,transaction_id_not_matched
228,TICKET-25ac6fb7-8811-43bc-b4cd-b884899b3e3f,Crgru,already_processed
229,TICKET-b64de345-809a-4e21-aa84-0538d288206e,Cebie,already_processed
230,TICKET-e6229cde-e779-4a11-a00d-6829a0334635,Cerig,already_processed
231,TICKET-c93999ae-129a-475e-aeee-3c2a9bf8cee8,Biuuu,already_processed
232,TICKET-8fad4c17-5808-4963-9e69-042d65264a44,Cbgei,already_processed
233,TICKET-8f09f8ee-f832-4031-9b27-4e1b5ac096b6,Cgrue,already_processed
234,TICKET-284495a8-0fec-406f-9f6f-8c26430f2213,Beieb,already_processed
235,TICKET-7f6dce55-73c9-4840-9cd5-68f5a8727771,Bibee,already_processed
236,TICKET-dbb08cb8-4317-461b-b031-e60c4cf74bea,Augre,already_processed
237,TICKET-f4484634-1303-4b49-9b78-bb719f4a5ff8,Cirer,transaction_id_not_matched
238,TICKET-11979ca4-d690-40f6-acb1-a6a14eaf78eb,Curur,already_processed
239,TICKET-c7907441-d4fb-4441-807d-23f447d8f90d,Bebir,already_processed
240,TICKET-74687d08-d40b-4754-a26c-b669bacd9fd1,Biiir,already_processed
241,TICKET-98804c33-d442-4f98-8136-60fd2bf8989f,Aurue,transaction_id_not_matched
242,TICKET-97014778-e0db-4a45-8b14-133d5e813991,Ciire,already_processed
243,TICKET-67c00354-4ea8-467e-bd28-968fbb2ef712,Beere,already_processed
244,TICKET-e9dd81ac-3d98-47de-a837-494b3c32d498,Curig,transaction_id_not_matched
245,TICKET-78eaaa2d-6256-4813-a668-4e6dd4532ccf,Ceuug,already_processed
246,TICKET-a500acd6-0175-4410-b231-0825edd243d2,Ceurr,already_processed
247,TICKET-a90d8ed7-5f2f-49fc-a4df-bc0dd308ee12,Aegii,already_processed
248,TICKET-645b145d-5871-42e4-8531-62ce6d829738,Abuiu,already_processed
249,TICKET-9a80b0f8-2bcc-4735-8752-00c390ddcf7b,Airir,transaction_id_not_matched
256,TICKET-e7c7430b-1df1-4fcc-a874-861a3b5627a4,Bggee,already_processed
259,TICKET-848f5963-2649-42d0-8360-bd52e16bb29b,Cieri,transaction_id_not_matched
268,TICKET-e8f84cc6-3aab-4249-9c62-e9f8eb30a186,Aigii,transaction_id_not_matched
